,Review,label
1321,) معلم و واعي يا يوسف,1
1322,"135 مليون جنيه إجمالى خسائر الشركة نتيجة غلق محطتى ""السادات والجيزة"" حتى الآن! #انتخبوا_البرص",0
1323,بعد أن قال الإخوان أن مرسي متخصص في تصميم المحركات في ناسا أصبحت أعتقد أن دفاية بيتنا التي تفعل كل شيئ إلا التدفئة موتورها من تصميم مرسي,0
1324,"الي تجار الدين : "" قل هل يستوي الذين يعلمون والذين لا يعلمون"" ؛ ""ويل لكل أفاك أثيم """,0
1325,عندما تغيب الدولة أو تعمل فيها عبده العبيط، تصبح القاعدة التي لا بد من إتباعها: من جاء ليعمل معك المعروف فافعل معه المنكر,0
1326,اعداد كبيرة من الامن بزي مدني خلف الصف الاول للأمن المركزي عند ناصية مجلس الشعب #الداخلية_بلطجية,0
1327,صوتك العالي دليل على ضعف موقفك,0
1328,الولد اللي بيقبل يتشتم ب امه حتى لو هزار و يقلب الدنيا لو حد جاب اسم صاحبته بس #استرجل كده عشان امك اللي بقيالك و تعبت عشانك,0
1329,عزيزي الإخواني: اللي بيعصبك مش وصفي لرئيسك مرسي بإنه فاشلاللي بيعصبك إنك متأكد إنه فاشل بس لازم تشتم اللي بيقول عليه فاشل لتخفي فشلك وفشله,0
1330,كل ما يفعله أبو زيد وزير الرياضة يضر الرياضة اخر شائعة عن تعيين كمال الجنزورى رئيسا للاهلى شباب ثورة 1919 سيعود ليقود الرياضة فى مصر,0
1331,عاد إلى مصر خطاب دعائي تحريضي ينتمي إلى مرحلة الستينيات مصر تعود للوراء حتى رئيس الحكومة لا يتوقف عن تمجيد السيسي وهو مجرد …,0
1332,قرارات الرئيس انقلاب علي الديمقراطية واحتكار كامل للسلطة وطن يبحث عن حلول يدفعه رئيسه لمزيد من المشكلات الثورة لن تقبل ديكتاتورا جديدا,0
1333,من العنصرية أن تؤمن أن العربجي مهنة دنيئة عيب على ذقنك يا شيخ,0
1334,بعيدا عن الهزار بقى وكده من كل قلبي باقولها لك ربنا يسعدك زي ما بتسعد الناسقلبي وربي راضيين عليك يا أمردسلام عليكم,1
1335,مش قادر افهم ازاى عبيد #باسم_طلع_حرامى كانوا بيقولوا على الاخوان خرفان والله مفرقتوا عنهم,0
1336,نشكرك تكلمتي بلسانا جميعا :),1
1337,#المصري_اليوم #علاء_عبدالفتاح: #مصر لم تشهد حكمًا مدنيًّا حتى في عهد #الإخوان,0
1338,كان هناك شئ يدعي #حريه اللهم ارحم #ثورة_25_يناير واخلف لنا خيرا منها ، اللهم انتقم من كل من أوصلنا إلي هذه الحالة #لكي_الله_ياحريه,0
1339,ثانية واحدة مش فى ناس بتقول ع #باسم متأمر وخاين وكده طب اتخيل كده لو الحاجات اللى بيهاجمها انتهت زى تطبيل الاعلام وكده مش #مصر هتبقى احسن,0
1340,4 أناشد الجميع الابتعاد عن الاقتتال الأهلي والالتزام بالتعبير السلمي عن الرأي، لا تفرضوا لون الدماء على الميادين والشوارع المصرية، انتبهوا!,0
1341,البلد بتغلي والاسعار نار ودماء الشهداء لا تزال ساخنة والانقلابيون بييعملوا دستورهم ابرد خلق الله,0
1342,وصل الإفلاس بالإخوان إلى حد فبركة تصريحات على لسان المفكر الأمريكي ناعوم تشومسكي تبرر تخبط قرارات رئيسهم لكنهم إتفضحوا فضيحة المتطاهر,0
1343,أعطونا #سيناء و أخذوا السيادة تسقط اتفاقية #كامب_ديفيد,0
1344,ف #مصر #شخصية_مريبة متعرفش #بيشتغل لحساب مين بالظبط اسمو #نجيب_ساويرس بيعمل #قناة #لجاسوس اسمه #يسرى_فودة ليستضيف #عميل_برخصة اسمه #جمال_عيد,0
1345,من #عيوب_تويتر: الكثير من ردود الأفعال والقليل من الأفعال، الانشغال بشكل مبالغ فيه بالأحداث اليومية عن التخطيط للمستقبل,0
1346,الله اكبر وتحيا مصر ،الحمد لله وحده، صاحب الفضل كله، انعم علينا بثورة عظيمة واختار من بيننا شهداء ابرار,1
1347,اليوم السابع مش بتاعة نجيب!,0
1348,# احلي حاجة في الحلقة #رجعوا_الجماهير,1
1349,و لو ان الإرهابي صفوت حجازي او غيره قاوم بالسلاح فليقتل اير مأسوف عليه،فهذا هو القانون الذي نجاهد لتطبيقه على الجميع,0
1350,#دعوة_الصائم_لاترد اللهم طمئن قلب #امي واشفها مما تعاني وارفع عنها ماألم بها اللهم فرج هم #أمي ويسر امرها واكتبها في علي,1
1351,ف #مصر #شخصية_مريبة متعرفش #بيشتغل لحساب مين بالظبط اسمو #نجيب_ساويرس بيعمل #قناة #لجاسوس اسمه #يسرى_فودة ليستضيف #عميل_برخصة اس…,0
1352,الإرهاب خطر عالمي اعتاد أن يستوطن في مناطق تغيب عنها هيبة وسلطة الدولة ويحولها لملاذ له خلايا القاعدة وتيارات عنفية مختلفة ليست بعيدة عنا,0
1353,يا عسكرى واقف بالفرس على جتتى لا انت البطل ولا انت فتوة حتتى يوم ما تقول هاخد البلد هقولك خدها بس على جثتى ع…,0
1354,#عمرو_موسى كاتب في ال مواطن مصري ، #أبو_الفتوح كاتب المرشح السابق لرئاسة الجمهورية ، ماهو معندوش حاجة يكتبها وبالتأكيد ولائه مش لمصر,0
1355,هذا الفيديو فعلا مؤلم يظهر مدى وحشية البشر وقدرتهم على تدمير أي شئ,0
1356,يا رب… إن عبدك جلال عامر جعلنا جميعاً نبتسم في الدنيا وأدخل السرور إلى قلوبنا، اللهم أجعله مبتسماً عندك، مسروراً في جنتك,1
1357,و أحب أفكركو ان الدستور العرة اللي بيحاولوا يفرضوه علينا نتاج عمل نخبة من متعلمي البلد! #اتوكسوا,0
1358,ارفض المعونه الامريكيه واسرائيل بيننا وبينهم معاهده حقية لا نقبلها ولكن اذا ارادوها فعليهم احترامها اولا,0
1359,لصوص مصر يسجنون شرفاء مصر عواجيز مصر يريدون ابادة شباب مصر هذا هو العنوان الاكبر للانقلاب العسكرى,0
1360,أكره جملة (ذكرى الثورة) لأنها دائما تذكرني بمصير المطربة الراحلة ذكرى,0
1361,"جمال فهمي: تسريبات صباحي ""نفاق صحفي مفضوح"" #مصر #ميدان_التحرير",0
1362,أؤيد قرار د مرسي فيما يخص : 1- إبعاد النائب العام 2- محاكمة وإعادة محاكمة كل من لوثت يداه بدماء أو أموال المصريين,1
1363,إهداء إلى أمى الغاليه,1
1364,#كلمة_شكر ل عآدل عبدالله ع البلنتي و الطرد اللي حصله ، اصلاً الطرد احلى 😳😳,1
1365,لدي مستندات تثبت تورط #السبكي فى تدمير #مصر لصالح #اسرائيل,0
1366,#خلق_جميل احترام الكبير والعطف على الصغير,1
1367,أشارك في مسيرات اليوم رفضا للدستور المشوه، ولأخونة الدولة، وللانقضاض على سيادة القانون، ولتجاهل الرئيس وحكومته لمطالب العدالة الاجتماعية,0
1368,ماتخفش محدش بيتحاسب، ارجع المصريين نسيوا الشهداء اللي ماتوا,0
1369,5 سقوط الكنيسة مع البابا المتطرف تواضروس مفهوم ومرتبط بالمصلحة فى تقويض مكانة وهيبة الاسلام فى مصر واستفاد بخبث من مبدأ استعمارى (فرق تسد),0
1370,#لو_بقيت_رئيس_جمهوريه هموت السيسى ومرسى وكل اللى هيجيب سيرتهم برضه,0
1371,#اعتراف انا بكره الناس اللي بتخسر اعز صحاب عليها علشان خاطر حاجه مالهاش لازمه ـ انا فعلا بكره #الكوره و,0
1372,عبدالله السلمان مال الخطر معاهم يخرج احسن منّك #ارحل انت الآخر,0
1373,بعد الغدر والخيانة اللى شفناها ومن الاخر اللى هنشوفه لابس بدلة #شرطة هيرجع لامه ملفوف في بدلته #ثورة_اسلامية,0
1374,هههههخخههههههه #انتخبوا_البرص #يا_رب,0
1375,مسحوا جرافيتى محمد محمود مسحوا حكاية ابطال ثورة يناير للاسف منهم اغبياء وجهلاء ايدوا 30يونيو,0
1376,وظني بك يارب ظناً جميلاً  #جمعة_مباركة,1
1377,أشكرك,1
1378,كل البلاوي اللي #الداخليه هتعملها بعد كده فينا هتبقى بإسم #مكافحة_الارهاب وهنرجع تاني نغني لفق لفق في القضيه بتاعت #الالتراس #النظام_هو_هو,0
1379,كل عيد و احنا طيبين، مسلمين و مسيحيين و في بلدنا مرتاحين و نشوف اللي قتلوا الشهداء متعلقين، و ان شاء الله علي كل واحد ظلمنا منتصرين يارب,1
1380,الكتلة الصامية لن تستمر صامتة بعد اليوم انه مستقبلنا ومستقبل أولادنا الذي يختطف والصمت خيانة لمستقبل,0
1381,مرسي يعطل القانون ويشق الوطن ويخاطر بالصالح العام من أجل تمرير دستور يخدم صالح جماعة في حتة مزنوقة لا تخضع لأي رقابة أو قانون,0
1382,يبقى الكلام دائما أرخص من الدم، ويبقى الفقير هو الضحية المفضلة، وتبقى مصر كما هي تحب ولادها مقتولين، ولا حول ولاقوة إلا بالله,0
1383,حلوان وروكسي وعين شمس بورسعيد وبنى سويف والمنيا والفيوم والسويس شكرا حشودكم شعب مصر عظيم,1
1384,وصل الامر بمصر نائب كويتى يقول لرئيس مصر على الهواء: يا شحات مهانة ما بعدها مهانة رئيسنا شحات يا انقلاب العار يا اعلام العار,0
1385,الفحم وصل يا استاذنا واحنا واقفين نتفرج #أوقفوا_الفحم #حكومه_تقتل_المرضى,0
1386,عقول زباله تسئ لرجل كبر اجدادهم فعلا العرب تربيتهم صفر #بالعربي,0
1387,خرجت النهارده لقيت كل الشوارع وكل الحيطان عليها هاشتاج #انتخبوا_البرص :) لا وحاجات تانيه ألعن من البرص والانقح,0
1388,7_ مش أنا اللي لسه بيهري هم بيعملوا كده وطالعين نازلين كذب أسطوري والمفروض يعني أصدقهم لما يبقى فيه دليل بالشكل ده؟ ولا أطنش؟,0
1389,عزلة الانقلاب عالميا تتزايد وكل دول العالم تمنع مواطنيها من الذهاب الى مصر حتى حقراء الخليج من ممولى الانقلاب يمنعون أهلهم,0
1390,#اليوم_السافل : #الاخوان يحرضون على #اضراب_الاطباء !! #خالد_صلاح رمز السقالة,0
1391,احمد شفيق مقدمة ضده 35 بلاغا إهدار مال عام وفساد منذ عام وقد حماه العسكر من التحقيق هل رأيتم مرشح للرئاسة متهم بهذا العدد من الجرائم,0
1392,النفاق أصبح أحد أركان المجتمع ! #اه_والله,0
1393,سيصبح 6 أكتوبر يوما للعار وليس لذكري الإنتصار #كلام_و_كلام #يوسف_الحسيني #السادة_المحترمون …,0
1394,صورة بها رأيي | إن لم تحترم حق من تعارضه في إختلافه معك بحجة أنه فاشي، إحترس فإنك لا تقل عنه فاشية,0
1395,جريمة الأهرام,0
1396,#السيسي جاب #كريمه_الحفناوي و اخريات اتصور معاهم #انتخبوا_ابن_الصهيونية #__,0
1397,- الجيش خائن - الجيش يشوه الرموز الإسلامية #يسقط_حكم_العسر…,0
1398,كانوا مستكترين على الغلابة دعم الاخوان وانهارده بيتفاخروا بكسوة الامارات للغلابة فعلا يهود ماسكين الاعلام فى مصر,0
1399,ولا أشعر بأدنى تعاطف مع مبارك ونظامه الذي أوصل هذا الشعب إلى ما صار عليه، يستوي في ذلك الإسلاميون وغير الإسلاميين، تد,0
1400,حازم الببلاوي هراب ومتراجع ولا يستطيع تحمل المسئوليات وحكومته فاشلة #السادة_المحترمون …,0
1401,انا رفضت وقف فيلم السبكي ورافضه لالغاء مشهد رفع مبارك العلم في سينا انتوا فاكرنها خطوبة وبتقطعوا الصور ده ايه القرف ده #مرار_طافح,0
1402,إستنكر دعبدالمنعم أبو الفتوح بشدة التصرفات الوحشية واللا إنسانية التى ظهرت فى تسجيل فيديو على الأنترنت ، والذى,0
1403,#اول_مره_ادخل_تويتر مكنتش متخيل ان انا هلاقى ناس عندها انفصام فالشخصيه بألف وش و الف رأى ناس تاجرت بالدين عشان ريتوي…,0
1404,روزاليوسف- تحقيق الزميل / رضا رفعت كوارث استخدام الفحم في مصر #أوقفوا_الفحم,0
1405,#ابراهيم_محلب التاجر لما يفلس يدور في دفاتره القديمه، ودفاتر مصر مليئه بالفساد المالي مع رجال أعمال مصرو، هم لصوص ولكن مدللين وظرفاء,0
1406,الامارات دفعت للانقلاب 8 مليار دولار لاسقاط مرسي وايقاف مشروع قناة السويس وكسبت 100 مليار من الانتفاع بالمشروع لنفسها,0
1407,الخبر المتداول الان عن موضوع الطعن و الهجوم غير صحيح,0
1408,غضب اعلام العار ممن سخروا من هزيمة مصر من غانا حتى لا تكون فرصة لتلميع سيسي والانقلاب رغم ان من سخروا لم يضروا,0
1409,لماذا ياأخي تتهمنا بإثارة الفتن عندما نطالب بتحمل مرسي المسئولية السياسية كما كنا نفعل سويا أيام مبارك؟ مش عارف بس هما قالوا لي أقول كده,0
1410,"_ ياباشمهندس "" #دومة "" ايه الصايع ده الذى تطالب رئيس الجمهورية بالاعفاء عنه هل فى الدول المتقدمة يقدر أحد يتحدى القانون #",0
1411,في مثل هذا اليوم 29 اغسطس استشهد البطل عملاق الفكر الاسلامي #سيد_قطب بعد ان اعتقله عبد الناصر وقتله ظلما …,1
1412,ضيف الجزيرة القادم من الاهرام مثل كل مؤيدى الانقلاب قطعية واحدة هى هى نفس الغباوة والبجاحة والوقاحة,0
1413,#محاكمة_مرسي الظابط لاقيت مع المتهم موبايل بشريحتين وعليه صور بسلاح القاضي والصور علي انهي شريحة الظابط مش فاكر :),0
1414,"#محمود_سعد : ""أنا بحب الراقصات وهم فوق رأسي""",1
1415,#احمد_ادم بقى بضان فشخ مش لاقي غير #باسم يوسف,0
1416,اللى بيقول ان البلد دى بلدنا لما حد بيقوله يا خواجه بيكون سعيد جدا شوفتو احلى من كده وطنيه #لو_جنان #اتجنن,0
1417,خطاب مرسي بداية جيدة نتمنى ان يكون ذلك بداية لتوحيد الصفوف ضد العسكر,1
1418,"حمزاوى يؤكد احترامه للشرائع السماوية وتأييده لـ""المدنية""",1
1419,كنت حاسه ان الدور عالشعب قرب والنداله حتبقي في اي تجمع وأي مكان #سفله #الارهاب,0
1420,كل ما كان يرفضه الاخوان من خطايا الحزب الوطني البرلمانية و إجرامه التشريعي أصبحوا يتبنونه الانمسخرة,0
1421,فضيحة من العيار الثقيل لواء شرطة يفضح استعانة الشرطة بنخنوخ والبلطجية #مصر,0
1422,جملة اعتراضية ـــــــــــــــــــــــــــــــ هل هذه الانتخابات عادلة ؟!,0
1423,ومين قال لك انها كانت نزيهة ده كان كمين وش,0
1424,الانقلاب افسد زيت التموين والوزير أبو زيت أفسد الرياضة,0
1425,لا للمحاكمات العسكرية للجواسيس اللى بيتعاونوا مع اسرائيل ! #تويت_كأنك_ناشط_ايام_حرب_اكتوبر,0
1426,كل #ضحكة من شفاتـك تقلب الدنيا جنون،انت للدنيا بذاتك فوق مالا يعقلون ♯ ♡,1
1427,دم شهيدات المنصورة يدين وحشية المجرمين الذين قتلوهن ويحق عليهم القصاص ولا يبرئ وحشيةالمتعصبين الذين القوهن الى التهلكة ويجب عليهم الاعتزال,0
1428,"سابقة خطيرة أمريكا تدرس اعتماد السيادة ""#الإسرائيلية"" على #القدس في أوراقها الرسمية",0
1429,الاخوان لا يحرقوا كنائس يا مروج الكذب,0
1430,ده اللى اسمه تطوير العمل النقابى منهم لله #الإخوان كانوا خاربينها !! #نقابة_المهندسين,0
1431,دور رائع ومفاجئ لنساء مصر فى المظاهرات شبابنا ونساءنا يستحقون الصدارة ان شاء الله بعد سقوط الانقلاب,1
1432,ترحيل المصريين الذين اجتمعوا في الكويت بطريقة سلمية هو أمر جائر أدعو إلى عودتهم من منطلق إنساني,0
1433,لو حاولنا نحصى جرائم الانقلاب فى شتى فروع الحياة لن نتمكن أبدا عددها اكثر من أن يحصي,0
1434,الاعلان الدستوري ناقص : من هو القائد الأعلي؟ما هي سلطات الرئيس في وجود خطر حال حقه في حل البرلمان وحق البرلمان في سحب الثقة من الحكومة الخ,0
1435,نهب البنوك يسير بشكل يومى واموال الناس تتبخر علنا ولا يوجد مسئول فى القطاع المصرفى يعترض او يستقبل ==,0
1436,حبي لاشعآر البدر فاقت الحدود #اعتراف,1
1437,مصنع الرجال وعرين الأبطال صدعوا بكلمة الحق وجاهدوا بالنفس والمال #تعظيم_سلام_للاخوان_المسلمين #حسن_البنا …,1
1438,سويرس وممدوح حمزه وجهان لبيادة واحدة لونها وقلبها اسود,0
1439,"""88%"" من قضايا الابتزاز في السعودية سببها مقاطع وصور البنات #الجوف #دومة #القريات #سكاكا #سكاكا_ال…",0
1440,من جنازة شهداء المنيل الذين قتلهم الأخوان المجرمين الارهابيين أمـس,0
1441,واللى ماتوا فى #بورسعيد عشان رجال ، لما قاوموا حُكم #عسكر كالجبال ️,1
1442,شكرا لدعمك,1
1443,مش كل معارضتك فلول ولا إنتهازيين يا مرسى طمن شعبك بلاش تعمل ودن من طين وودن من عجين الأخوان حيغرقوك,0
1444,100 يوم على الانقلاب أسوأ 100 يوم فى 7000 سنة انها 100 يوم من القتل الوحشى الانقلاب حول حضارة مصر فى عيون العالم الى حقارة,0
1445,هل الإستفتاء في ظل إشراف قضائي منقوص وانفلات أمني واضح وما نراه من عنف وانتهاكات هو طريق الاستقرار أم عبث بأقدار البلاد؟ الحكم مسؤولية,0
1446,#سليمان_خاطر بطل,1
1447,‏مبارك عليكم الشهر! ‏#رمضان_كريم‏,1
1448,المجتمع زي الرصيف وسخ و عايز يتكنس في ناس بتعرق عالرغيف و ناس بتعرق من التنس #دينا_الوديدي,0
1449,#فلسطين #محرقة #الاحتلال_الصهيوني بحسب الجارديان محمود عباس: #الهولوكوست أبشع جريمة في العصر الحديث مع من يود,0
1450,وكان حصار المتظاهرين واستئجار البلطجية لضربهم وقتلهم ومنعهم من العلاج كان كل هذه الجرائم لم تحدث ولم يرتكبها احد يا للنفاق الرخيص,0
1451,تم بحمد الله القبض علي عصام العريان شوف بالصورة,1
1452,صح :),1
1453,"صحيفة المصري اليوم/ بالفيديو #توفيق_عكاشة : هيفاء ""ولية ناشفة محشية طوب"" وهت - عبر تطبيق نبض",0
1454,#ﺗﺘﺸـﻞ ﺁﻵﯾـﺂﺩﻯ ﺁﻟﻠﻰ ﻗﺘﻠﺖ #ﺟﻨﻮﺩ ﺑـﻶﺩﻯ #مصر #الارهاب,0
1455,تناسوا الشهداء وتذكروا الكورة أول لطمة على قفا كل انقلابي عامل فيها ناسي جات له امبارح من كوماسي,0
1456,رحمة الله على المناضل العظيم مصطفى عبد الجليل أحد أعمدة الثورة الليبية,1
1457,نادت بك الرسل الكرام فبشرت وملائك الرحمن خلفك سجدا لا يحصى فضلك ناثر او كاتب عددا ولا الشعراء ياغوث الندى #سيدنا_النبي,1
1458,بل إن الله تعالى أقسم بها حين قال (وليالٍ عشر)، وهذا وحده يكفيها شرفاً وفضلاً، فإن العظيم لا يقسم إلا بعظيم فلا يفوتكم الأجر العظيم,1
1459,اولاد رجال الاعمال الاوساخ واولاد تجار المخدرات واولاد الجنرالات والمعرصين والمعرصات متجمعين فى مكان واحد فقط ! تايم لاين #حازم_عبد_العظيم,0
1460,يوما ما سيدرس أولادنا شجاعة المرأة المصرية التى تجلت في الثورة صلابة بنات مصر مثل نوارة وغادة كمال وسميرة ابراهيم تجعلني فخورا باني مصري,1
1461,أعطي رسول الله  المرأة مكانة عالية وجعل لها دور كبير في المجتمع شاهد لتعرف  #يوم_المرأة_العا…,1
1462,اعلام العار ادعى الوطنية عند خسارة مصر من غانا 6-1 واليوم يهاجم محمد يوسف بطل العالم للكونج فو لارتداء تيشيرت,0
1463,أعظم شباب هما اللي بيحرسوا الداخلية دلوقتي، ضد الداخلية و قراراتها و لسة بيحرسوها برضه، عاش # #,1
1464,#صافيناز :),1
1465,#خلق_جميل إذا جفت ينابيع السعادة فهاجر إلي كتاب ربك,1
1466,4) إلا أن تركيز السلطات التشريعية والتنفيذية بين يدي الرئيس مرفوض ويثير المزيد من المخاوف بشأن احتكار السلطة من جانب فصيل واحد,0
1467,عن فرحتك وانت بتجدد الباقه,1
1468,تعرف على تواضع #النبي صلى الله عليه وسلم #كلام_جميييل #تدوين,1
1469,"فزاعة ""الفلوليه""",0
1470,اعلام العار تفرغ قبل غانا ومصر لشحن الناس للاحتفال ربنا افسد احتفالاتهم لم يحزنوا لخسارة مصر حزنوا لان فرصة نفاق كبيرة راحت عليهم,0
1471,"""#الهولوكوست"" أبشع جريمة عرفتها البشرية في العصر الحديث",0
1472,الشعب المصرى شعب متدين بطبعه -_- #كدبه_ابريل,0
1473,ميتين ام الناموس على اللى متعاطف معاه #ارحل,0
1474,1981 الله ينور عليك يا أحمد مقالين أروع من بعض المجد للكتابة الحلوة,1
1475,يعنى مش عارف بياكلوا الظباط خرا عشان يجى لهم قلب يكهربوا طفل فى سنة سادسه ابتدائى ولا ايه #باسم,0
1476,لكن في أرض النفاق كالعادة يكسب الكداب #كايروكي,0
1477,الوعود المتكررة بانتخابات حرة نزيهة فى غياب الضمانات البديهية لنزاهتها هى مجرد كلام اجوف كفانا خداعا للشعب,0
1478,#أحبك_ربي الحمد لله,1
1479,الله يسامحه #حسني_مبارك اكبر غلطة عملها فينا كشعب هو كمية الجهل الرهيب اللي اتسبب فيه!!,0
1480,على سبيل #السعاده انا صديق مجدى,1
1481,"بالفيديو #توفيق_عكاشة : هيفاء ""ولية ناشفة محشية طوب"" وهترشح للبرلمان بسببها",0
1482,#هذي_مصر العمود الفقري للوطن العربي,1
1483,جابر نصار رئيس جامعة القاهرة انقلابي عايش فى بلد تانية غير مصر يقول: الوزير مايقدرش يطرده لأنه منتخب هو مرسي,0
1484,أيها المتطرف في أي مكان في العالم اسحل المسلمين كما تشاء وإن لامك أحد فقل له هل يرضيك ماحدث للشيعة والبهائيين والمسيحيين في مصرقانون الغابة,0
1485,ألم يحين الوقت لعمل فيلم عن العملاق إبراهيم الرفاعي؟,1
1486,علامة الصرصار بدون تفويض ، تمكن السيسى من قتل 230 شهيد وإصابة 896 ، واغلاق عدد من الفضائيات والصحف واعتقال,0
1487,انتهوا من سجن كل قيادات المعارضة وتحولوا الى أبنائهم وبناتهم وزوجاتهم مصر لم ولن تشهد قمعا وشيطانية كما نرى من عصابة الانقلاب,0
1488,#ذكرى وأحلى ذكرى أول واقفة فى #التالتة_شمال #07 #الأهلي,1
1489,هو ما ينفعش حد ييجي ويمشي عدل أبداً ده إيه القرف ده,0
1490,يعني لما أقول إن مبارك المخلوع سحب سفيرنا من إسرائيل مرتين قبل كده يوصل اللغط أن النعاج والخرفان يقولوا أني بشكر فيه؟ فعلاً بكل طلاقة #ماء,0
1491,الرابط اللي بيقول أني صورت حلقة مع رامز جلال غير صحيح ده فيروس على الفيس بوك رجاء الحذر,0
1492,#بلال_فضل مفتقد مقالاتك جدا,1
1493,قرار كويس وهايل و مستنيينه من زمانلكن #السادة_المحترمون,1
1494,حين يكافئ من تفوه بعبارات كراهية وعنصرية ضد المسيحيين بتعيينه في لجنة الدستور و حين يخرج من مزق الانجيل بكفالة فلا تندهش مما يحدث الان,0
1495,صباح حنون وهادى بصوت #ماهر زين على كل فولورى الحلوين :) #سمكة_بتصبح ☺,1
1496,ثقافة القطيع وحشة جدا زي موضوع تشومسكي اللي جريوا كلهم وراه وطلع متفبرك في الآخر بنص كلام تشومسكي,0
1497,2050 لا يا سيدي كنت موجود وهذا أكبر دليل أن هؤلاء المسلحين من داعمي الإخوان اللي كفرونا وهاجمونا في كل مكان ساعتها,0
1498,جزاك الله عنا خيراً يا رسول الله #الحبيب,1
1499,#سلامتك_يا_خليفة إن من حق ولي الأمر علينا جميعا أن ندعوا له بظهر الغيب بالشفاء العاجل اللهم ألبس الشيخ خليفة ثوب الصحة ولباس العافية,1
1500,لا حدود لانحطاط أولئك الذين يروّجون أن أهل غزة يريدون احتلال سيناء أي نوع من الأحذية في جماجمكم وجماجم من يصدّقكم؟,0
1501,الحيوان من يتجرد من أنسانيته ويبرر قتلهم لمجرد أختلافه معهم #رابعه_العدويه يا حيواااااان شغل مخك,0
1502,لما #عدلى_منصور يصدر قانون لحماية وتشجيع #الاستثمار ويجى واحد #جاهل من #الثوار يقول أن #عدلى_منصور بيهدر المال العام يبقى احنا فى زمن #المسخ,0
1503,أقول للشتامين مشكلتكم ليست مع الكتاب والإعلاميين بل مع جيل ثائر خذلتموه وخنتموه ثم أصبحتم تحملون دمهوأختم كلامي بقول المرشد ماذنب النباتات؟,0
1504,يقصر بعض الناس سراويلهم لانه نوع من الخيلاء و اذا به ينزل من عربية مرسيدس #عبث,0
1505,أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد أعاده الله على مصر بالأمن والرخاء,1
1506,""": فيديو: الإخوان #كاذبون_بسم_الدين """,0
1507,#جلال_عامر الغائب الحاضر,1
1508,"باقي على #رمضان 69 يوما تقريباً وتبدا القصه الجميله وتعلو المساجد بأصوات التراويح اللهم بلغنا رمضان لا فاقدين ولا مفقودين ♡""",1
1509,"""أمين شرطة يتحرش يراكبة اجنبية بالمطار وزملاؤه يعتصمون اعتراضا على نقله ""| #مرار_طافح …",0
1510,فلتقل خيرا أو لتصمت #خلق_جميل,1
1511,قسما بربي لو رأيتك أمامي لجعلتك جثه هامده تأكل منها الكلاب,0
1512,الطريق الى جماعة الاخوان المسلمين الارهابية #الاخوان_جماعة_ارهابية,0
1513,"""_97: ههههه عادي مالها ال14 سنه :)"" أجدع ناس و فخور جداً بيكم",1
1514,شعب يعشق العبودية #اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض,0
1515,#حازم_عبد_العظيم العرص يكشف لماذا تحول من صفوف #الثوار لصفوف #الانقلاب,0
1516,#فتاوي الدياثة #البرهامي #الهلالي #الاحداث المفتعلة #سما #مرتضي #باسم #نمر في سيرك #الالهاء لتمرير جرائم كبري #انعدام الخيال #ابهار,0
1517,شكرا على مشاعرك الطيبة,1
1518,إغلاق حسابين على تويتر ينشران فضائح الفساد بسبب #أردوغان #الاخوان_جماعة_ارهابية #تركيا #قمع,0
1519,رضا عبدالسلام: كلام دعبدالمنعم أبوالفتوح الاقرب إلى الناس وهو علامة من علامات مصر هو شخصية مصرية مضحية حتى النخاع,1
1520,انت مش مضطر تتجوز بالطريقة البضان دي انت بني ادم سواء كنت اجتماعي او انطوائي صدقني دي اسوأ طريقة ممكن تتجوز بيها #جواز_…,0
1521,مش متخيل أن ف حد ممكن يدعي ع ابوه او امه مهما كانوا خنقيين او عصبيين بس لﻷسف في #بر_الوالدين ياوﻻد الجزمه,0
1522,وزير الغلابة #باسم_عودة معتقل ف سجون العسكر ل #افضل_منتج_لاكرم_شعب #انا_مش_رقم #انتفاضة_السجون,1
1523,افتخر بلغتي 😍😍 #اليوم_العالمي_للغة_العربية,1
1524,ناس كتير قاعدة على #تويتر تحس إنها ناس فاضية بتهري و خلاص #مرار_طافح,0
1525,بلغني اليوم أن شركة مصر للطيران رفضت عرض فيلم الشتا اللي فات على متن طائراتها وذلك لأنه يتحدث عن الثورة لو لم يكن من أبلغني أخطأ فهذا عار,0
1526,#ﺍﻟﺸﻌﺐ_ﻳﺮﺩ_تحية_الرئيس #انتخبوا_العرص #خليك_مصدق حمو ثورة 25 يناير وانهم مافتحوش الميدان يوم الجمل,0
1527,منذ غرس بذرتها الشهيد #حسن_البنا ليسقيها بدمه صاحب الظلال ليتم الفتك ببطل أول صندوق إنتخابي ديموقراطي وشعبية #الاخوان_…,1
1528,انا مصرى و #ضد_الفحم #أوقفوا_الفحم #فحم_لية لمصلحة مين يتم استخدام الفحم طبعا لمصلحة اصحاب #مصانع_الاسمنت,0
1529,""" مسيرة جت من #التحرير في #طلعت_حرب وصلوا ميدان طلعت حرب وبيهتفوا بحماس جديد يا غراب يا معشش #انشكاح",1
1530,جماعة الإخوان الإرهابيون بقئلهم سنتين و نصف سبب الكآبة و الحزن لكل المصريين إنتظروا رد الشعب - جنازة الشهداء …,0
1531,ومن أراد حكم الأهطل ربنا يتولاه,0
